year,month,rundvekt_tonn,forstehandsverdi_nok,index,rows
2024,1.0,124266.0,0.0,24,22
2024,2.0,75695.0,0.0,25,25
2024,3.0,74892.0,0.0,26,20
2024,4.0,111070.0,0.0,27,20
2024,5.0,133287.0,0.0,28,21
2024,6.0,50316.0,0.0,29,26
2024,7.0,35655.0,0.0,30,22
2024,8.0,97729.0,0.0,31,26
2024,9.0,89884.0,0.0,32,24
2024,10.0,136226.0,0.0,33,23
2024,11.0,92690.0,0.0,34,21
2024,12.0,11717.0,0.0,35,15
