year,month,rundvekt_tonn,forstehandsverdi_nok,index,rows
2023,1.0,189140.0,0.0,12,22
2023,2.0,54464.0,0.0,13,25
2023,3.0,73725.0,0.0,14,20
2023,4.0,82444.0,0.0,15,20
2023,5.0,112498.0,0.0,16,21
2023,6.0,42468.0,0.0,17,26
2023,7.0,38153.0,0.0,18,22
2023,8.0,171310.0,0.0,19,26
2023,9.0,113395.0,0.0,20,24
2023,10.0,108324.0,0.0,21,23
2023,11.0,106536.0,0.0,22,21
2023,12.0,8288.0,0.0,23,15
