year,month,rundvekt_tonn,forstehandsverdi_nok,index,rows
2025,1.0,132475.0,0.0,36,22
2025,2.0,59520.0,0.0,37,25
2025,3.0,101347.0,0.0,38,20
2025,4.0,120289.0,0.0,39,20
2025,5.0,107386.0,0.0,40,21
2025,6.0,53323.0,0.0,41,26
2025,7.0,50311.0,0.0,42,22
2025,8.0,132103.0,0.0,43,26
2025,9.0,85540.0,0.0,44,24
2025,10.0,97386.0,0.0,45,23
2025,11.0,0.0,0.0,46,21
2025,12.0,0.0,0.0,47,15
