year,month,rundvekt_tonn,forstehandsverdi_nok,index,rows
2022,1.0,160758.0,0.0,0,22
2022,2.0,86139.0,0.0,1,25
2022,3.0,89506.0,0.0,2,20
2022,4.0,54615.0,0.0,3,20
2022,5.0,54831.0,0.0,4,21
2022,6.0,39345.0,0.0,5,26
2022,7.0,35728.0,0.0,6,22
2022,8.0,66668.0,0.0,7,26
2022,9.0,91250.0,0.0,8,24
2022,10.0,58983.0,0.0,9,23
2022,11.0,124878.0,0.0,10,21
2022,12.0,9226.0,0.0,11,15
